episode,total_reward,initial_cost,final_cost,cost_reduction,percent_reduction,exploration_rate,unique_actions,steps_taken,action_sequence
1,0.0,5450.6720000000005,5450.6720000000005,0.0,0.0,0.6149486215357263,3,3,"33,68,27"
2,0.0,5450.6720000000005,5450.6720000000005,0.0,0.0,0.6118738784280476,3,3,"0,77,29"
3,0.0,5450.6720000000005,5450.6720000000005,0.0,0.0,0.6088145090359074,3,3,"47,9,0"
