episode,step,action,action_name,reward,cost,cost_reduction_from_initial,percent_reduction
2,1,81,sub-byte-size-setter,0.0,308.084,0.0,0.0
2,2,51,hlo-trivial-scheduler,0.0,308.084,0.0,0.0
2,3,20,collectives-schedule-linearizer,0.0,308.084,0.0,0.0
2,4,42,eigh_expander,0.0,308.084,0.0,0.0
2,5,82,test-only-algebraic-simplifier-with-onednn-enabled,0.0,308.084,0.0,0.0
2,6,36,despecializer,0.0,308.084,0.0,0.0
2,7,80,stochastic_convert_decomposer,0.0,308.084,0.0,0.0
2,8,22,computation-deduplicator,0.0,308.084,0.0,0.0
2,9,85,test-only-xla-builder,0.0,308.084,0.0,0.0
2,10,0,AssumeGatherIndicesInBoundRewriteToCopy,0.0,308.084,0.0,0.0
2,11,89,zero_sized_hlo_elimination,0.0,308.084,0.0,0.0
2,12,50,hlo-memory-scheduler,0.0,308.084,0.0,0.0
2,13,60,logistic-expander,0.0,308.084,0.0,0.0
2,14,21,comparison-expander,0.0,308.084,0.0,0.0
2,15,79,stable-sort-expander,0.0,308.084,0.0,0.0
2,16,17,cholesky_expander,0.0,308.084,0.0,0.0
2,17,34,dce,21.00400000000002,287.08,21.00400000000002,6.8176211682528205
2,18,43,element_type_converter,0.0,287.08,21.00400000000002,6.8176211682528205
2,19,22,computation-deduplicator,0.0,287.08,21.00400000000002,6.8176211682528205
2,20,42,eigh_expander,0.0,287.08,21.00400000000002,6.8176211682528205
2,21,52,host-memory-transfer-asyncifier,0.0,287.08,21.00400000000002,6.8176211682528205
2,22,17,cholesky_expander,0.0,287.08,21.00400000000002,6.8176211682528205
2,23,78,slice-sinker,0.0,287.08,21.00400000000002,6.8176211682528205
2,24,4,all-gather-bcast-reorder,0.0,287.08,21.00400000000002,6.8176211682528205
2,25,66,reduce-decomposer,0.0,287.08,21.00400000000002,6.8176211682528205
2,26,39,dot_dimension_merger,0.0,287.08,21.00400000000002,6.8176211682528205
2,27,33,cse_barrier_expander,0.0,287.08,21.00400000000002,6.8176211682528205
2,28,87,tuple-simplifier,0.0,287.08,21.00400000000002,6.8176211682528205
2,29,11,async-collective-creator,0.0,287.08,21.00400000000002,6.8176211682528205
2,30,78,slice-sinker,0.0,287.08,21.00400000000002,6.8176211682528205
