episode,total_reward,initial_cost,final_cost,cost_reduction,percent_reduction,exploration_rate,unique_actions,steps_taken,action_sequence
1,0.0,1096.142,1096.142,0.0,0.0,0.5790496471185967,1,3,"0,0,0"
2,0.0,1096.142,1096.142,0.0,0.0,0.5761543988830038,3,3,"80,44,0"
3,0.0,1096.142,1096.142,0.0,0.0,0.5732736268885887,3,3,"50,11,54"
