episode,total_reward,initial_cost,final_cost,cost_reduction,percent_reduction,exploration_rate,unique_actions,steps_taken,action_sequence
1,0.0,564.316,564.316,0.0,0.0,0.6730128848950395,2,3,"16,0,0"
2,0.0,564.316,564.316,0.0,0.0,0.6696478204705644,3,3,"0,14,68"
3,0.0,564.316,564.316,0.0,0.0,0.6662995813682115,1,3,"0,0,0"
