episode,total_reward,percent_reduction,pass_sequence
1,0.0,0.0,"AssumeGatherIndicesInBoundRewriteToCopy, all-gather-bcast-reorder, simplify-sorts"
2,0.0,0.0,"AssumeGatherIndicesInBoundRewriteToCopy, hlo-memory-scheduler, AssumeGatherIndicesInBoundRewriteToCopy"
3,0.0,0.0,"AssumeGatherIndicesInBoundRewriteToCopy, AssumeGatherIndicesInBoundRewriteToCopy, all-gather-cse"
