episode,step,action,action_name,reward,cost,cost_reduction_from_initial,percent_reduction
1,1,3,algsimp,0.0,308.084,0.0,0.0
1,2,40,dynamic-dimension-simplifier,0.0,308.084,0.0,0.0
1,3,79,stable-sort-expander,0.0,308.084,0.0,0.0
1,4,57,infeed-token-propagation,0.0,308.084,0.0,0.0
1,5,1,ReduceWindowToReduceAndBroadcast,0.0,308.084,0.0,0.0
1,6,43,element_type_converter,0.0,308.084,0.0,0.0
1,7,33,cse_barrier_expander,0.0,308.084,0.0,0.0
1,8,1,ReduceWindowToReduceAndBroadcast,0.0,308.084,0.0,0.0
1,9,14,bfloat16-fold,0.0,308.084,0.0,0.0
1,10,62,operand_upcaster,0.0,308.084,0.0,0.0
1,11,53,host-offload-legalize,0.0,308.084,0.0,0.0
1,12,55,host-offloading-prepare-elide-move-to-host,0.0,308.084,0.0,0.0
1,13,84,test-only-foo2bar,0.0,308.084,0.0,0.0
1,14,7,all-reduce-combiner,0.0,308.084,0.0,0.0
1,15,23,conditional-canonicalizer,0.0,308.084,0.0,0.0
1,16,6,all-gather-cse,0.0,308.084,0.0,0.0
1,17,57,infeed-token-propagation,0.0,308.084,0.0,0.0
1,18,16,broadcast_canonicalizer,0.0,308.084,0.0,0.0
1,19,20,collectives-schedule-linearizer,0.0,308.084,0.0,0.0
1,20,39,dot_dimension_merger,0.0,308.084,0.0,0.0
1,21,1,ReduceWindowToReduceAndBroadcast,0.0,308.084,0.0,0.0
1,22,6,all-gather-cse,0.0,308.084,0.0,0.0
1,23,41,dynamic-index-splitter,0.0,308.084,0.0,0.0
1,24,84,test-only-foo2bar,0.0,308.084,0.0,0.0
1,25,11,async-collective-creator,0.0,308.084,0.0,0.0
1,26,49,hlo-descheduler,0.0,308.084,0.0,0.0
1,27,26,convert-async-collectives-to-sync,0.0,308.084,0.0,0.0
1,28,8,all-reduce-contiguous,0.0,308.084,0.0,0.0
1,29,58,instruction-hoister,0.0,308.084,0.0,0.0
1,30,49,hlo-descheduler,0.0,308.084,0.0,0.0
2,1,7,all-reduce-combiner,0.0,308.084,0.0,0.0
2,2,84,test-only-foo2bar,0.0,308.084,0.0,0.0
2,3,27,convert-memory-placement-to-internal-annotations,0.0,308.084,0.0,0.0
2,4,14,bfloat16-fold,0.0,308.084,0.0,0.0
2,5,62,operand_upcaster,0.0,308.084,0.0,0.0
2,6,35,defuser,0.0,308.084,0.0,0.0
2,7,1,ReduceWindowToReduceAndBroadcast,0.0,308.084,0.0,0.0
2,8,27,convert-memory-placement-to-internal-annotations,0.0,308.084,0.0,0.0
2,9,52,host-memory-transfer-asyncifier,0.0,308.084,0.0,0.0
2,10,34,dce,21.00400000000002,287.08,21.00400000000002,6.8176211682528205
2,11,50,hlo-memory-scheduler,0.0,287.08,21.00400000000002,6.8176211682528205
2,12,56,indexed-array-analysis-printer-pass,0.0,287.08,21.00400000000002,6.8176211682528205
2,13,59,literal-canonicalizer,0.0,287.08,21.00400000000002,6.8176211682528205
2,14,73,rng-bit-generator-expander,0.0,287.08,21.00400000000002,6.8176211682528205
2,15,74,rng-expander,0.0,287.08,21.00400000000002,6.8176211682528205
2,16,10,ar-crs-combiner,0.0,287.08,21.00400000000002,6.8176211682528205
2,17,43,element_type_converter,0.0,287.08,21.00400000000002,6.8176211682528205
2,18,85,test-only-xla-builder,0.0,287.08,21.00400000000002,6.8176211682528205
2,19,56,indexed-array-analysis-printer-pass,0.0,287.08,21.00400000000002,6.8176211682528205
2,20,26,convert-async-collectives-to-sync,0.0,287.08,21.00400000000002,6.8176211682528205
2,21,45,float-normalization-bf16,0.0,287.08,21.00400000000002,6.8176211682528205
2,22,61,memory-space-propagation,0.0,287.08,21.00400000000002,6.8176211682528205
2,23,19,collective-transformation-reorderer,0.0,287.08,21.00400000000002,6.8176211682528205
2,24,35,defuser,0.0,287.08,21.00400000000002,6.8176211682528205
2,25,55,host-offloading-prepare-elide-move-to-host,0.0,287.08,21.00400000000002,6.8176211682528205
2,26,27,convert-memory-placement-to-internal-annotations,0.0,287.08,21.00400000000002,6.8176211682528205
2,27,26,convert-async-collectives-to-sync,0.0,287.08,21.00400000000002,6.8176211682528205
2,28,16,broadcast_canonicalizer,0.0,287.08,21.00400000000002,6.8176211682528205
2,29,84,test-only-foo2bar,0.0,287.08,21.00400000000002,6.8176211682528205
2,30,64,qr_expander,0.0,287.08,21.00400000000002,6.8176211682528205
3,1,44,flatten-call-graph,21.00400000000002,287.08,21.00400000000002,6.8176211682528205
3,2,77,simplify-sorts,0.0,287.08,21.00400000000002,6.8176211682528205
3,3,13,bf16-mixed-precision-removal,0.0,287.08,21.00400000000002,6.8176211682528205
3,4,51,hlo-trivial-scheduler,0.0,287.08,21.00400000000002,6.8176211682528205
3,5,73,rng-bit-generator-expander,0.0,287.08,21.00400000000002,6.8176211682528205
3,6,56,indexed-array-analysis-printer-pass,0.0,287.08,21.00400000000002,6.8176211682528205
