episode,total_reward,initial_cost,final_cost,cost_reduction,percent_reduction,exploration_rate,unique_actions,steps_taken,action_sequence
1,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.995,25,30,"65,88,26,15,53,2,67,79,1,65,89,80,75,63,85,48,8,6,6,4,75,53,45,58,88,28,78,27,60,24"
2,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.990025,25,30,"7,39,52,19,44,17,27,38,86,86,3,25,86,28,32,55,71,0,3,5,44,81,22,55,26,82,16,63,8,30"
3,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.985074875,28,30,"42,86,42,84,54,40,50,18,59,70,72,27,82,88,56,24,73,68,50,62,83,74,53,48,0,77,12,25,64,13"
4,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.9801495006250001,23,30,"32,5,8,83,82,19,28,83,82,28,87,58,83,0,52,54,3,81,80,64,13,20,84,32,71,52,81,9,72,57"
5,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.9752487531218751,27,30,"18,2,15,34,45,44,21,16,7,1,26,73,57,37,40,42,63,42,80,50,36,70,49,48,12,5,2,89,55,55"
6,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.9703725093562657,24,30,"35,81,60,22,49,35,18,65,73,84,5,87,44,87,0,19,52,84,67,35,39,88,19,78,40,33,19,74,37,8"
7,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.9655206468094844,23,30,"50,52,57,5,21,24,28,44,7,21,24,75,51,54,58,77,33,48,80,77,80,72,66,0,44,7,36,58,60,34"
8,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.960693043575437,26,30,"80,18,11,17,5,27,55,70,8,4,0,77,1,36,42,62,47,29,36,6,42,65,10,48,27,83,75,48,20,73"
9,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.9558895783575597,24,30,"55,37,46,57,0,80,16,89,69,36,78,60,0,48,70,80,16,43,0,18,14,25,31,8,65,18,84,72,84,59"
10,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.9511101304657719,26,30,"12,66,32,15,65,88,52,72,37,21,51,63,13,49,19,6,0,58,60,51,48,87,60,3,65,18,45,74,46,51"
11,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.946354579813443,29,30,"40,13,11,67,10,37,82,27,39,75,50,66,31,12,42,43,48,55,1,85,15,64,70,0,77,54,68,50,78,72"
12,21.00400000000002,308.084,287.08,21.00400000000002,6.8176211682528205,0.9416228069143757,24,30,"9,4,60,9,56,23,0,69,73,2,60,3,43,0,62,28,83,36,29,39,32,36,1,21,78,71,0,51,78,37"
