episode,step,action,action_name,reward,cost,cost_reduction_from_initial,percent_reduction
1,1,65,real_imag_expander,0.0,308.084,0.0,0.0
1,2,88,while-loop-trip-count-annotator,0.0,308.084,0.0,0.0
1,3,26,convert-async-collectives-to-sync,0.0,308.084,0.0,0.0
1,4,15,bfloat16-propagation,21.00400000000002,287.08,21.00400000000002,6.8176211682528205
1,5,53,host-offload-legalize,0.0,287.08,21.00400000000002,6.8176211682528205
1,6,2,add-original-value,0.0,287.08,21.00400000000002,6.8176211682528205
1,7,67,reduce-window-rewriter,0.0,287.08,21.00400000000002,6.8176211682528205
1,8,79,stable-sort-expander,0.0,287.08,21.00400000000002,6.8176211682528205
1,9,1,ReduceWindowToReduceAndBroadcast,0.0,287.08,21.00400000000002,6.8176211682528205
1,10,65,real_imag_expander,0.0,287.08,21.00400000000002,6.8176211682528205
1,11,89,zero_sized_hlo_elimination,0.0,287.08,21.00400000000002,6.8176211682528205
1,12,80,stochastic_convert_decomposer,0.0,287.08,21.00400000000002,6.8176211682528205
1,13,75,root-instruction-sinker,0.0,287.08,21.00400000000002,6.8176211682528205
1,14,63,optimize_input_output_buffer_alias,0.0,287.08,21.00400000000002,6.8176211682528205
1,15,85,test-only-xla-builder,0.0,287.08,21.00400000000002,6.8176211682528205
1,16,48,hlo-constant-splitter,0.0,287.08,21.00400000000002,6.8176211682528205
1,17,8,all-reduce-contiguous,0.0,287.08,21.00400000000002,6.8176211682528205
1,18,6,all-gather-cse,0.0,287.08,21.00400000000002,6.8176211682528205
1,19,6,all-gather-cse,0.0,287.08,21.00400000000002,6.8176211682528205
1,20,4,all-gather-bcast-reorder,0.0,287.08,21.00400000000002,6.8176211682528205
1,21,75,root-instruction-sinker,0.0,287.08,21.00400000000002,6.8176211682528205
1,22,53,host-offload-legalize,0.0,287.08,21.00400000000002,6.8176211682528205
1,23,45,float-normalization-bf16,0.0,287.08,21.00400000000002,6.8176211682528205
1,24,58,instruction-hoister,0.0,287.08,21.00400000000002,6.8176211682528205
1,25,88,while-loop-trip-count-annotator,0.0,287.08,21.00400000000002,6.8176211682528205
1,26,28,convert-mover,0.0,287.08,21.00400000000002,6.8176211682528205
1,27,78,slice-sinker,0.0,287.08,21.00400000000002,6.8176211682528205
1,28,27,convert-memory-placement-to-internal-annotations,0.0,287.08,21.00400000000002,6.8176211682528205
1,29,60,logistic-expander,0.0,287.08,21.00400000000002,6.8176211682528205
1,30,24,constant_folding,0.0,287.08,21.00400000000002,6.8176211682528205
