episode,total_reward,initial_cost,final_cost,cost_reduction,percent_reduction,exploration_rate,unique_actions,steps_taken,action_sequence
1,0.0,168.032,168.032,0.0,0.0,0.6629680834613705,3,3,"55,64,50"
2,0.0,168.032,168.032,0.0,0.0,0.6596532430440636,1,3,"0,0,0"
3,0.0,168.032,168.032,0.0,0.0,0.6563549768288433,3,3,"43,0,13"
