episode,total_reward,initial_cost,final_cost,cost_reduction,percent_reduction,exploration_rate,unique_actions,steps_taken,action_sequence
1,0.0,147.124,147.124,0.0,0.0,0.5704072587541458,3,3,"15,11,0"
2,0.0,147.124,147.124,0.0,0.0,0.567555222460375,2,3,"24,0,0"
3,0.0,147.124,147.124,0.0,0.0,0.5647174463480732,3,3,"47,0,23"
